51302956233,deg,160,255
51302956281,abd,216,101
51302958510,gab,202,75
51302973272,gde,87,60
51302979550,adb,259,121
51303102809,bba,4,79
51303131796,bea,88,7
51303142866,acb,5,45
51303144047,ebb,259,211
51303160948,abc,11,149
51303172015,dbd,233,98
51303211830,faf,52,138
51303220939,aaf,29,175
51303246044,bfa,212,216
51303270907,fdf,202,174
51303328847,fac,258,44
51303331321,gga,273,133
51303339232,gcd,231,49
51303341612,eba,34,142
51303365249,ggg,109,299
51303392274,agf,34,78
51303398533,bee,32,208
51303405957,cge,221,225
51303424550,ebc,203,175
51303430987,cce,201,227
51303465187,fea,41,149
51303472855,cdb,104,240
51303473349,faf,261,128
51303498093,eae,72,257
51303518736,abg,250,107
51303543791,gbe,232,53
51303554561,bbe,71,87
51303561353,efg,84,259
51303573925,dfg,296,56
51303605004,fac,221,47
51303607510,cbd,224,178
51303650693,beg,246,162
51303682364,gdg,118,137
51303695261,fgb,272,69
51303730654,gee,139,26
51303745278,cae,180,143
51303768754,dea,99,236
51303794343,eec,126,82
51303825152,dab,286,90
51303833293,gfe,63,218
51303839863,fac,12,50
51303864631,fce,83,259
51303869070,aef,26,7
51303883896,fde,141,219
51303887198,ggf,236,133
51303909278,aec,175,61
51303925680,feg,120,201
51303954763,fcd,254,225
51303978911,bfg,44,146
51303994915,afe,34,132
51304005063,edg,257,328
51304024602,ffd,65,68
51304025097,fad,36,60
51304028464,cbd,260,186
51304031690,adb,58,110
51304034746,cae,286,150
51304045954,gac,233,232
51304052570,fdd,263,293
51304062870,fef,190,231
51304064636,gge,209,58
51304079387,eab,135,290
51304079639,eec,233,93
51304090339,ddf,214,103
51304091009,fec,261,294
51304098597,fgg,243,184
51304127974,gbb,167,135
51304128960,geg,258,94
51304137623,bfe,120,186
51304139424,aed,242,193
51304149858,afa,242,140
51304177484,cea,50,261
51304192600,aec,4,54
51304211071,gcb,57,71
51304256204,ace,72,116
51304276750,abf,148,229
51304279531,ddg,126,45
51304352832,cff,280,117
51304413954,dee,119,258
51304446313,gbe,188,56
51304453377,ded,273,119
51304461733,cbd,171,191
51304466083,ccg,72,181
51304502723,bef,53,22
51304525388,gee,193,27
51304535990,eae,106,218
51304596050,fag,31,12
51304602880,adg,117,188
51304607631,egd,6,191
51304654568,bce,99,203
51304664317,aeg,144,224
51304681843,dde,48,171
51304688812,ggd,39,95
51304702070,faf,225,129
51304722589,dfe,205,125
51304737695,fbb,120,184
51304768351,fbf,230,141
51304778427,feb,28,193
51304799737,egc,279,255
51304815360,fbg,214,48
51304833206,ggb,31,219
51304865831,gfa,226,197
51304873808,ccc,126,216
51304887933,bfg,232,166
51304893106,fge,139,178
51304913444,eee,190,72
51304915554,acf,96,50
51304923065,ccd,235,129
51304936999,gfb,144,140
51304950817,aae,204,61
51304969381,fcf,23,178
51304976240,aeb,219,235
51305000992,gec,57,274
51305005494,dae,66,16
51305012695,gdf,64,297
51305018563,cdg,289,160
51305031916,ebd,298,254
51305039631,adg,62,182
51305058721,daa,45,27
51305060837,gag,81,278
51305065056,efc,218,285
51305078730,efc,233,287
51305090821,gfc,267,92
51305098282,egc,146,303
51305118952,edb,43,182
51305152359,aaa,175,196
51305152710,adc,68,227
51305173108,ffa,230,297
51305242426,egb,37,137
51305246024,cfc,230,112
51305257302,agc,141,131
51305272859,bge,88,296
51305281292,gfg,122,108
51305297139,agd,284,263
51305321516,dcd,33,296
51305321753,ded,71,138
51305337385,cec,16,6
51305394630,dea,125,195
51305415502,gca,188,298
51305450428,eeg,164,294
51305496148,cgc,182,197
51305498918,bea,177,7
51305536076,dff,275,117
51305548943,fad,151,69
51305560604,gcc,117,153
51305569529,dba,291,10
51305588931,ada,30,26
51305597046,ece,186,278
51305610056,gce,277,197
51305648504,bfc,255,293
51305663868,aca,85,281
51305687594,bec,132,165
51305690037,fde,218,238
51305695046,gaf,83,159
51305719152,dec,17,241
51305720013,bba,277,94
51305739757,dgd,136,103
51305838183,gfd,96,226
51305839128,ecg,168,150
51305839607,ace,63,97
51305845545,bgf,62,58
51305852626,abg,278,87
51305876104,cgb,60,53
51305894982,bgg,181,207
51305911162,dfe,153,118
51305920725,bae,11,60
51305925664,cdg,84,131
51305927128,dbe,36,151
51305987376,daf,226,92
51305994838,cdc,212,70
51305995712,cbc,237,102
51306012273,bcd,72,227
51306036210,add,13,101
51306052523,cgg,187,90
51306064785,fef,229,272
51306071453,ggg,261,304
51306076695,gbd,190,110
51306089170,ccc,56,218
51306100813,bbd,33,18
51306104192,cad,29,60
51306170962,dag,240,58
51306190615,eaf,99,32
51306196277,bbc,275,171
51306198864,gdd,83,12
51306209798,ece,242,247
51306211739,ddb,208,227
51306212453,bca,192,155
51306233660,gfa,101,226
51306259653,afe,189,105
51306270582,gag,178,275
51306271696,caa,57,214
51306273878,gca,7,259
51306338205,fff,163,297
51306340992,ace,35,96
51306348143,fdg,167,122
51306357248,dde,252,148
51306366265,fgf,280,56
51306368449,gbc,244,299
51306389196,age,148,119
51306395913,cdb,140,204
51306398625,cfe,114,235
51306434351,ccf,12,299
51306435061,dca,251,259
51306435609,afe,275,113
51306453570,dae,274,19
51306454047,cdg,77,115
51306476215,aeb,274,227
51306476550,cbf,234,20
51306492458,cgd,219,16
51306507723,fdc,297,254
51306510555,aga,97,63
51306522062,ceg,89,308
51306528029,ead,30,29
51306531234,ddg,168,49
51306570655,cga,284,60
51306584097,adf,82,148
51306608931,cge,287,180
51306613888,bgc,293,216
51306627475,bge,134,242
51306662037,deb,164,231
51306664092,fgf,242,60
51306673429,bfa,66,207
51306689118,gac,81,213
51306716239,cfd,293,89
51306737714,gec,149,238
51306742073,deb,141,270
51306761093,gbb,44,147
51306774101,eag,297,42
51306774498,aag,210,119
51306779320,bbd,201,21
51306828143,caa,136,175
51306831862,cef,215,129
51306832331,cea,242,266
51306883591,eab,15,275
51306886301,bdc,84,121
51306887175,bfb,23,128
51306892147,fga,292,191
51306913046,fed,153,76
51306914553,faa,81,241
51306923520,cfc,128,90
51306957123,fbc,184,178
51306973115,bdc,240,112
51306981668,eba,191,134
51306997604,aaf,288,154
51307018248,aga,290,56
51307043476,gff,214,264
51307048807,cac,12,167
51307065982,cfe,183,237
51307072148,gce,223,189
51307077776,ded,243,158
51307096550,acc,70,262
51307111287,dgf,124,197
51307113570,acg,6,164
51307117535,gbf,294,26
51307125081,cfa,27,170
51307131705,bdc,20,132
51307137939,eac,145,123
51307138258,aeg,91,259
51307161021,cce,98,261
51307202841,agb,22,20
51307235392,cgf,114,35
51307251889,fdg,97,137
51307276631,bdf,20,16
51307290224,bcd,129,265
51307291751,bbf,188,112
51307294123,ggd,153,97
51307411931,ced,108,118
51307453794,gdb,41,66
51307458379,cag,276,265
51307467497,ebe,299,215
51307506070,bad,4,65
51307527470,bbg,27,239
51307572505,eda,72,217
51307572881,fbb,99,178
51307615896,dgc,141,138
51307621368,bac,254,101
51307629948,dbb,70,163
51307633496,ece,40,197
51307664632,ffg,259,76
51307678653,abe,290,103
51307703570,ccb,140,157
51307710950,dgg,217,64
51307713647,gdg,134,160
51307713909,dge,138,165
51307733325,bfe,211,180
51307735645,cbf,53,23
51307739875,dde,2,136
51307746617,ccd,64,110
51307749104,fea,41,171
51307757058,fab,82,241
51307771313,dfd,3,138
51307785351,cdf,296,30
51307831934,ecd,274,95
51307848543,bfg,6,169
51307849679,dad,246,63
51307855003,dda,264,142
51307875114,cbd,284,198
51307893637,gbe,285,47
51307893840,eed,167,203
51307942060,bag,290,87
51307965781,gad,288,101
51307965857,fba,231,160
51307988234,gcf,239,265
51308001607,abb,13,125
51308009594,dee,48,301
51308022131,ffc,5,55
51308027043,aea,45,286
51308033917,bga,251,274
51308052693,aaf,173,129
51308067610,afd,280,206
51308076293,edg,48,265
51308081110,eef,34,119
51308092970,efe,90,178
51308114760,ecf,81,32
51308115055,fag,137,11
51308124107,aef,273,5
51308152450,gef,6,204
51308174465,eaa,73,24
51308179490,gab,198,66
51308181258,dgc,61,133
51308185028,aee,262,102
51308189303,aad,183,107
51308229933,deg,263,224
51308236904,dce,15,285
51308247747,gdf,90,255
51308285393,faa,34,238
51308298532,fbf,102,160
51308330307,cbg,50,287
51308337175,dfa,185,100
51308357185,ddc,155,72
51308370991,cfb,245,78
51308371737,bdg,105,122
51308379506,caa,68,147
51308387615,ebf,111,127
51308388349,bde,267,181
51308390877,afc,207,175
51308420324,agd,117,297
51308421800,bgg,256,171
51308466870,dab,83,90
51308475556,dbf,262,65
51308489452,fbd,296,49
51308493905,ged,108,38
51308511597,gdc,157,99
51308519342,aae,56,67
51308525389,gcd,111,53
51308530525,dcf,225,45
51308536671,fcg,73,222
51308563744,aac,81,154
51308563954,bcg,228,47
51308564275,efe,201,210
51308579862,gaa,8,90
51308582558,dgf,259,191
51308582985,gab,146,61
51308594374,dag,89,51
51308607730,edf,84,113
51308641066,gbd,298,88
51308647144,fee,134,246
51308648323,geb,183,150
51308649139,aba,281,104
51308659885,ade,120,93
51308682909,ace,46,81
51308685473,caf,213,229
51308686478,beg,151,137
51308686793,adf,28,124
51308688822,agg,184,167
51308698877,beb,199,188
51308699381,ebb,9,183
51308719660,fce,147,214
51308723251,bab,270,128
51308734616,cba,164,16
51308739628,fgd,11,329
51308749445,fee,203,290
51308755385,dcg,267,272
51308760562,gce,137,171
51308772702,cab,23,278
51308774206,cbb,188,266
51308777121,cde,191,285
51308795567,eff,125,174
51308803280,afb,25,170
51308809242,gde,63,60
51308818055,cdb,199,216
51308818711,baf,259,199
51308821903,edb,282,182
51308836715,bdd,165,19
51308841202,bcc,107,72
51308890910,dfc,241,135
51308899399,bdb,252,60
51308915731,dbd,142,82
51308934917,fff,214,308
51308948074,baa,286,184
51308957993,dea,161,212
51308985083,bff,169,10
51308986195,fcb,113,280
51308997402,gbe,273,43
51308997435,egd,40,208
51308999382,cga,118,67
51309000300,aef,59,5
51309008298,bgd,205,132
51309015924,dcd,233,281
51309020639,cda,60,78
51309033890,aff,217,54
51309036897,dbb,230,135
51309039158,dbe,12,164
51309102874,dcb,195,248
51309119831,dee,247,252
51309120860,baf,295,202
51309126754,gaf,70,179
51309149235,afg,211,199
51309152186,ebg,239,18
51309156679,cad,166,54
51309160296,aad,273,93
51309182790,fec,104,346
51309198095,cbe,89,57
51309199755,dgb,212,12
51309212902,cgb,248,42
51309224115,bgc,46,181
51309224754,cfg,65,24
51309230916,fge,183,170
51309247636,bgg,286,191
51309269442,egf,33,241
51309274098,egd,225,178
51309286807,bgb,272,213
51309287532,cee,109,222
51309298568,bda,57,125
51309300361,ffe,30,47
51309309993,cdd,284,103
51309331460,fca,187,24
51309332562,dca,152,297
51309356373,dcc,263,281
51309370164,cca,85,185
51309374938,gcg,284,254
51309378086,eeb,235,60
51309388634,fdb,56,75
51309389875,ebd,178,208
51309397276,ede,34,107
51309417325,aec,60,52
51309417445,gga,243,111
51309425937,egb,241,158
51309437491,dbc,107,115
51309479181,ecb,206,129
51309480828,gab,199,62
51309496117,bcb,62,112
51309506035,aac,35,155
51309510645,ggc,95,207
51309528132,cdd,95,105
51309539970,dcd,209,238
51309557942,def,42,259
51309567632,eea,62,138
51309593676,abd,90,82
51309598032,dab,20,74
51309608758,gda,272,147
51309618227,abe,21,95
51309633210,dab,8,63
51309646990,ceb,127,260
51309650190,cga,214,75
51309652776,fgc,242,276
51309669538,ffb,50,247
51309673455,fbe,204,144
51309685234,eff,90,203
51309700342,bed,186,66
51309707235,cfd,73,76
51309720311,feb,210,206
51309752284,eec,207,80
51309752716,gbd,242,93
51309755133,dbf,228,63
51309759518,aab,226,148
51309767477,efb,174,187
51309774228,dga,299,29
51309775152,fbb,73,178
51309776636,efa,20,245
51309777076,bfd,3,9
51309780699,gcd,253,42
51309809062,fgb,174,82
51309810146,dac,13,78
51309837332,bfb,120,115
51309842955,ccg,120,213
51309854625,eca,76,108
51309857435,ddd,212,135
51309859196,bbb,14,229
51309868411,fdd,61,284
51309879365,efc,131,315
51309888666,bfc,260,295
51309889831,efd,148,124
51309891969,ced,225,114
51309919465,bba,207,80
51309949829,dgb,14,10
51309982727,dfb,157,100
51309986910,edd,271,106
51309997110,geg,263,109
51310013244,cdf,288,30
51310023321,gdf,74,224
51310027586,edc,153,133
51310073524,cag,58,312
51310080317,fgc,200,245
51310081812,efg,201,269
51310092402,bba,83,64
51310094647,gcg,100,210
51310129884,ged,75,38
51310162879,egg,220,259
51310163918,fcd,186,247
51310173222,fdc,252,238
51310184302,abb,147,113
51310255962,fda,262,142
51310272936,aad,136,99
51310277363,bag,91,73
51310280704,cea,277,300
51310285930,bbg,44,200
51310297020,aee,88,92
51310326476,gbg,94,200
51310335492,bgb,103,195
51310349893,gdc,12,90
51310355483,gdf,260,246
51310371783,eaa,165,24
51310392330,dce,178,302
51310489875,dff,141,124
51310510729,cff,74,125
51310517510,cae,56,178
51310525713,cfa,42,163
51310548375,faa,184,233
51310558901,ffc,266,56
51310576654,caa,121,130
51310602313,abc,280,169
51310618329,aae,68,68
51310625729,egc,67,275
51310635574,bcf,22,283
51310654573,agf,108,65
51310663452,acd,292,43
51310666753,dfd,67,126
51310669632,gae,282,143
51310702512,ega,221,145
51310709472,cdg,277,110
51310723246,gdf,228,238
51310724729,ddf,9,113
51310759375,bee,130,230
51310817798,edb,94,194
51310857576,dfc,181,155
51310875222,gbf,33,30
51310878022,gcb,121,78
51310916363,cgc,190,161
51310921444,bea,238,7
51310934283,ccf,185,263
51310935531,adb,107,114
51310957718,gfb,65,127
51310958511,bge,200,225
51310958622,fac,246,50
51310970143,aga,71,54
51310997301,bdf,296,14
51311004346,ege,128,64
51311010157,adg,36,169
51311010370,gbf,138,29
51311010411,ecb,105,121
51311070798,ggf,39,142
51311076308,gbe,279,47
51311085071,bgc,263,166
51311089429,gea,251,96
51311089657,ffa,208,297
51311108403,egg,44,277
51311118472,egd,258,208
51311135715,bce,187,168
51311141373,feb,189,177
51311142600,fgc,238,269
51311155919,aaf,297,104
51311175947,afa,206,158
51311194595,ggd,36,92
51311200595,aca,220,227
51311210010,aac,222,165
51311239361,gge,72,48
51311240414,eae,242,224
51311242680,eeb,80,58
51311267606,gfe,12,241
51311268473,fcf,161,151
51311344196,gef,36,242
51311366760,dfg,217,46
51311420445,dce,18,244
51311430965,afc,116,147
51311449688,daf,264,92
51311502047,gba,204,124
51311507148,bed,229,71
51311510749,fad,153,61
51311521901,ggd,287,96
51311525576,fdf,26,168
51311526888,ddg,122,51
51311548037,dbg,286,28
51311548563,dcc,58,331
51311608342,faa,280,212
51311621481,ffd,140,72
51311623920,feg,137,205
51311663708,daa,224,21
51311678971,ecc,67,37
51311685962,cde,205,330
51311713581,cca,23,199
51311787043,gcg,69,207
51311788924,eeg,253,282
51311812129,bbf,176,127
51311843503,edg,118,251
51311844462,bgf,32,55
51311844871,eaf,48,30
51311854384,age,143,126
51311869194,eee,15,68
51311925395,ceg,177,246
51311937042,gbb,188,169
51311950213,gee,289,25
51312012170,gfb,81,114
51312059111,gfc,290,97
51312066823,dag,243,47
51312125704,bbe,90,73
51312128510,gfa,224,248
51312131179,cge,76,212
51312132422,gdg,221,137
51312194501,beg,274,139
51312238663,fcd,76,229
51312258395,dgg,197,70
51312271535,gdb,258,61
51312274553,fgc,157,320
51312280106,ebf,162,138
51312293586,cbb,157,276
51312295062,bef,132,19
51312298173,fae,205,252
51312333577,ffb,95,256
51312337687,bga,107,241
51312345994,fee,201,281
51312388476,ddb,192,197
51312416162,baa,172,191
51312434349,fcc,2,282
51312475591,cgc,17,130
51312486257,bee,137,269
51312487946,fcg,100,197
51312516672,ddc,292,61
51312534205,ecf,272,29
51312538861,cge,71,226
51312567660,fbe,40,154
51312587848,adf,255,111
51312590531,eef,271,109
51312593579,ffb,148,299
51312598783,ggb,262,254
51312614948,cdd,268,87
51312615020,aeg,149,261
51312628281,bbe,280,62
51312641304,bfa,15,240
51312652895,ecc,254,42
51312653809,bca,259,161
51312665952,eag,118,42
51312678078,acb,154,46
51312724327,bag,189,63
51312726911,cce,78,221
51312754187,gbg,189,196
51312785939,fce,265,201
51312801972,dab,128,52
51312817708,bfe,272,189
51312852541,dde,287,131
51312871548,cec,109,5
51312881091,bee,263,314
51312909160,acf,86,57
51312915600,dcg,279,258
51312941408,geb,67,135
51312957982,gab,175,71
51312963469,fgg,293,211
51312981253,gff,70,290
51312990463,fbg,264,38
51312994082,dcg,97,283
51313004079,cbe,90,55
51313055947,eeg,149,250
51313055962,ebc,236,145
51313080199,dbc,79,110
51313096153,fef,126,225
51313148570,bfb,216,117
51313151641,ccd,52,103
51313152845,fge,71,168
51313153148,ced,124,96
51313180047,caf,19,199
51313229589,dcb,168,200
51313250959,gbc,204,293
51313262705,bec,234,146
51313268925,fga,275,171
51313269059,ecd,204,95
51313284441,dag,246,41
51313290388,cgb,84,35
51313290625,agb,202,23
51313312832,bcg,179,47
51313318605,acb,130,52
51313320511,fgf,159,64
51313324682,dda,158,134
51313400535,dac,70,81
51313429860,aaf,61,99
51313468544,dee,235,249
51313492800,fbc,26,197
51313496248,cbc,87,119
51313510088,ebe,92,193
51313515988,abf,106,272
51313532193,abd,97,81
51313574292,ead,188,24
51313597635,dae,141,17
51313626476,abg,56,71
51313629369,bde,102,155
51313651875,fcc,170,296
51313664388,edg,48,235
51313694381,aed,181,227
51313715439,bdd,197,16
51313763530,fbb,41,194
51313827342,ebe,214,187
51313852671,cfa,129,174
51313857499,gbb,79,147
51313870330,abe,125,105
51313872939,cbd,100,190
51313884225,gag,280,316
51313887499,agg,261,183
51313892372,gfg,119,91
51313894399,gfd,57,194
51313917152,eag,61,35
51313920882,ebd,3,191
51313924964,cdg,80,128
51313927485,gef,255,287
51313944548,fba,261,177
51313966258,dfe,119,138
51313995035,agg,90,199
51313996168,ggg,71,322
51314033946,gcc,35,125
51314043711,ged,187,31
51314062477,bae,169,63
51314069767,edg,117,197
51314072229,edc,261,114
51314103353,add,183,110
51314111087,ecg,245,157
51314118962,aee,195,75
51314137549,aca,251,261
51314146745,fff,106,304
51314154808,cbe,62,46
51314208681,caa,195,119
51314224967,fab,229,265
51314225289,faf,8,144
51314228233,dda,141,135
51314232125,cgd,183,17
51314243982,dec,297,257
51314245411,bab,69,152
51314252934,cee,127,204
51314279194,agc,204,129
51314285817,fda,251,129
51314303839,aaa,298,207
51314336062,ddg,70,42
51314336742,cbf,269,18
51314346583,aba,213,113
51314361601,gda,159,164
51314377049,cdb,107,248
51314390103,cea,160,321
51314397574,dag,259,37
51314399871,eab,70,288
51314406763,ggc,202,202
51314432817,gbc,181,243
51314437980,adf,198,89
51314442849,acg,111,136
51314451187,fcc,211,251
51314459267,bad,64,66
51314475977,faa,52,182
51314476585,gca,253,259
51314483997,afb,98,193
51314511991,bdg,19,104
51314524237,gee,173,25
51314528609,adc,72,267
51314528961,eec,93,64
51314537827,ccb,7,160
51314575960,cac,168,172
51314581462,deb,10,259
51314627923,ddc,272,59
51314631538,aca,286,240
51314655620,fcd,126,261
51314659602,baf,15,199
51314664356,dec,234,210
51314665675,ccc,82,174
51314691759,gbb,2,161
51314697814,cgg,35,74
51314707876,bee,234,361
51314719115,ffa,47,299
51314731273,dba,36,10
51314752677,cfe,158,237
51314761181,fca,95,20
51314779534,fee,204,252
51314798274,gdf,223,207
51314798422,dgd,167,103
51314849008,fdd,129,227
51314850083,ggg,271,334
51314850441,gea,5,95
51314870187,edd,220,109
51314887142,aca,148,192
51314930377,aag,46,133
51314931529,fbe,133,149
51314998368,gaa,232,90
51315002479,ddd,243,157
51315020425,daf,211,106
51315060601,beb,126,152
51315069595,ecf,283,34
51315070680,eda,108,221
51315086388,cgg,71,64
51315087573,bdf,23,14
51315151897,fgg,173,189
51315158875,edf,144,94
51315161385,gab,155,64
51315189350,ade,289,101
51315204506,afg,90,195
51315259550,dff,265,105
51315260922,acc,227,285
51315271213,cad,136,62
51315274844,dff,138,84
51315283494,ffd,293,73
51315317813,fea,127,167
51315330322,dge,245,143
51315340081,bdc,63,133
51315344364,cda,24,89
51315357936,fed,18,79
51315371492,ede,246,114
51315382145,beg,196,143
51315416166,cgf,250,39
51315429455,gbd,295,106
51315459690,fdg,116,110
51315459912,dfd,149,112
51315461803,cea,114,288
51315466436,bba,282,60
51315471454,cec,71,5
51315488229,ceb,68,299
51315493855,gac,102,242
51315499247,ada,12,22
51315513420,fde,259,261
51315513448,gaf,206,187
51315567193,eab,142,267
51315572977,cef,289,138
51315578561,gea,161,90
51315592785,bef,133,20
51315593562,aeb,121,224
51315594507,bge,25,220
51315598041,ded,62,145
51315607544,afd,262,179
51315608633,gge,80,44
51315609149,bae,15,68
51315622497,cdc,175,76
51315625505,gcc,109,145
51315626678,acg,82,144
51315644893,abb,114,94
51315652273,abd,86,67
51315655532,dbd,91,72
51315682071,afe,170,103
51315691938,cce,74,216
51315693321,bfc,22,297
51315694559,cca,110,195
51315706575,ffe,131,40
51315715090,cfg,189,23
51315718338,dag,117,40
51315735549,gdd,271,12
51315747294,edd,225,106
51315751132,fgd,246,299
51315777698,bad,270,64
51315782487,ceg,76,275
51315816797,edg,284,171
51315826051,ebf,59,154
51315833613,eff,140,184
51315835098,bbc,1,171
51315879227,cfc,33,74
51315890205,cbg,54,252
51315901064,bgf,123,46
51315916085,fda,82,131
51315917698,geg,259,98
51315922199,eac,217,119
51315922204,bcd,200,235
51315925419,eba,8,113
51315935505,abc,91,180
51315964654,bdb,110,61
51315970380,cde,218,382
51315985104,ecg,96,160
51315993150,bbd,206,23
51316000118,egd,59,214
51316000432,edc,169,119
51316009445,efg,97,220
51316010860,fcb,58,260
51316031137,eea,290,132
51316062715,bag,198,66
51316133692,cdg,74,116
51316176466,gbd,185,94
51316216559,aef,290,5
51316260252,fbc,299,234
51316264045,fbf,199,164
51316266750,ccb,262,155
51316272733,dea,252,235
51316290995,cgf,47,43
51316292666,fdc,227,283
51316297249,eaf,206,31
51316299938,dcd,298,197
51316322133,efb,75,215
51316343784,aaf,181,92
51316365711,eed,62,217
51316369465,cdf,183,25
51316379896,egc,62,242
51316388930,adc,270,229
51316390245,bdb,73,50
51316403402,bfd,121,10
51316407842,bff,93,10
51316443462,aff,23,54
51316454410,bce,162,151
51316460428,aab,236,134
51316463413,fgb,139,93
51316470852,dfe,105,164
51316488325,bdg,191,85
51316498118,bcb,151,100
51316512003,gfa,213,260
51316526440,dff,218,68
51316533954,aga,37,54
51316534718,cag,12,315
51316535278,fag,39,11
51316539388,ddf,137,123
51316544277,geb,11,128
51316545910,cba,108,14
51316554317,beg,39,125
51316590127,ebb,262,177
51316606024,ebf,288,178
51316607324,bcc,70,63
51316614611,ade,172,86
51316629439,cfg,160,26
51316630531,eca,2,105
51316638217,cae,298,151
51316653542,bge,287,261
51316674381,dfc,65,125
51316704076,bac,205,80
51316725900,gec,257,257
51316782186,bda,10,128
51316785211,dfa,234,97
51316786109,gga,129,122
51316799412,gcb,98,72
51316808242,fbd,205,44
51316838201,bdd,19,16
51316841352,fac,288,43
51316851894,cfd,155,69
51316857648,fbe,134,131
51316865586,gcd,177,35
51316871986,ece,137,169
51316877341,gfc,100,96
51316884787,dga,167,27
51316889035,ada,131,18
51316906506,ccf,154,286
51316935958,dcf,17,43
51316964807,afc,108,151
51316978823,dgg,27,76
51316984282,dgc,224,134
51317003873,aea,26,294
51317017037,bgg,16,227
51317029783,cdd,132,76
51317037860,cab,206,305
51317039765,ggd,198,94
51317080856,cdc,291,86
51317126200,ddg,76,37
51317136619,dgf,148,158
51317152086,gde,61,61
51317165920,gac,279,232
51317177590,agd,264,240
51317193893,dfc,152,123
51317203874,dbb,111,153
51317219672,cga,89,78
51317222100,dag,230,34
51317222813,aag,285,143
51317283221,efd,67,143
51317299022,eeg,75,222
51317306105,bfg,254,175
51317316204,dad,275,61
51317336764,ceg,207,291
51317343227,ada,140,18
51317360600,bgd,291,124
51317373741,cca,91,177
51317382410,bgf,42,46
51317384333,ffg,150,71
51317384482,fgc,259,371
51317407183,ecg,161,166
51317415232,eaf,209,26
51317419908,aec,98,60
51317420071,cgb,204,28
51317425221,deg,242,253
51317457160,gbc,17,235
51317481310,gcf,26,259
51317510575,cda,225,94
51317549469,ecd,44,104
51317581103,dca,149,317
51317587546,bgb,142,204
51317603286,cfb,129,74
51317603529,aed,241,267
51317616961,fdg,226,128
51317679336,fef,175,182
51317685998,ebc,173,118
51317686976,gce,30,150
51317687614,bea,169,8
51317692564,gbe,27,48
51317695046,eae,217,230
51317699035,gad,119,108
51317711488,acd,14,49
51317719948,fae,50,292
51317726783,fec,86,283
51317729244,ade,235,80
51317753452,aad,225,102
51317766425,ebe,3,211
51317774965,gag,292,328
51317789008,bcc,291,56
51317794222,agb,155,23
